Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,latitude,longitude,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Freshness,Temperature,Good Taste,Good Quantity,Output,Reviews,churn_risk,risk_score,risk_segment,customer_id,customer_name,reason_code,crm_action,crm_channel,crm_kpi
22,Male,Single,Student,No Income,Post Graduate,2,12.977,77.5773,560009,Food delivery apps,Direct call,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes,Important,Very Important,Moderately Important,Important,Important,Important,Very Important,Very Important,Yes,NIL,0,0.1921660600477714,Low Risk,CUST-0170,Rizky Ananda,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
25,Male,Single,Employee,10001 to 25000,Graduate,2,12.9757,77.5586,560023,Food delivery apps,Web browser,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Important,Important,Very Important,Important,Yes,"I love swiggy service, followed by zomato",0,0.3293457208424543,Low Risk,CUST-0171,Bayu Ananda,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
26,Female,Married,Employee,25001 to 50000,Post Graduate,2,12.9757,77.5586,560023,Food delivery apps,Web browser,Dinner,Dinner,Veg foods (Breakfast / Lunch / Dinner),Sweets,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,No,Weekend (Sat & Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Neutral,No,Slightly Important,Moderately Important,Moderately Important,Important,Important,Moderately Important,Moderately Important,Important,No,Food quality is reducing when it gets delivered,1,0.8354817210258073,High Risk,CUST-0172,Vina Mahendra,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
31,Male,Married,Self Employeed,More than 50000,School,6,13.0487,77.5923,560024,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Important,Important,Important,Important,Important,Important,Yes,My family is satisfied with food delivery. But I worry about the quality and hygiene,0,0.609787393373711,Medium Risk,CUST-0173,Agus Mahendra,Time Risk,Promo makan siang cepat dan reminder jam makan,"Email, in-app, push notification","Repeat order, frequency, campaign conversion"
24,Male,Single,Student,No Income,Post Graduate,3,13.0487,77.5923,560024,Food delivery apps,Direct call,Breakfast,Lunch,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Maybe,Anytime (Mon-Sun),45 minutes,Neutral,Disagree,Neutral,Neutral,Disagree,No,Important,Important,Very Important,Important,Important,Moderately Important,Important,Important,No,I had bad experiences in delivered food,1,0.3887951696400969,Low Risk,CUST-0174,Dimas Mahendra,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
24,Male,Single,Employee,25001 to 50000,Post Graduate,2,12.9662,77.6068,560025,Food delivery apps,Web browser,Snacks,Dinner,Veg foods (Breakfast / Lunch / Dinner),Sweets,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Disagree,Neutral,Agree,Agree,Yes,Important,Important,Important,Important,Moderately Important,Important,Important,Important,Yes,Marvelous service by swiggy and zomato,0,0.1720405331598598,Low Risk,CUST-0175,Arif Utami,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
31,Female,Married,Employee,More than 50000,Ph.D,5,12.9662,77.6068,560025,Food delivery apps,Walk-in,Breakfast,Lunch,Non Veg foods (Lunch / Dinner),Sweets,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Strongly disagree,Maybe,Weekdays (Mon-Fri),60 minutes,Agree,Neutral,Neutral,Disagree,Disagree,No,Moderately Important,Moderately Important,Slightly Important,Slightly Important,Important,Important,Moderately Important,Moderately Important,Yes,I don't bother much about delivery unless the food is good,0,0.251270945749963,Low Risk,CUST-0176,Tari Utami,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
26,Male,Single,Employee,25001 to 50000,Graduate,2,12.9343,77.6044,560029,Food delivery apps,Direct call,Lunch,Dinner,Veg foods (Breakfast / Lunch / Dinner),Ice cream / Cool drinks,Disagree,Disagree,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly disagree,Agree,Agree,Neutral,Strongly disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Maybe,Important,Moderately Important,Important,Important,Slightly Important,Moderately Important,Important,Important,Yes,Swiggy delivery people are polite and fast as well,0,0.6556125844144002,Medium Risk,CUST-0177,Bagas Utami,Time Risk,Promo makan siang cepat dan reminder jam makan,"Email, in-app, push notification","Repeat order, frequency, campaign conversion"
24,Female,Married,Self Employeed,More than 50000,Graduate,2,12.9343,77.6044,560029,Food delivery apps,Direct call,Breakfast,Lunch,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Moderately Important,Important,Moderately Important,Important,Very Important,Very Important,Very Important,Very Important,Yes,"Time doesn't bother me, But rating does. I order at high rated restaurants. preferably 4+ ratings",0,0.1447689189283324,Low Risk,CUST-0178,Rani Syahputra,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
22,Female,Single,Student,No Income,Graduate,3,12.9343,77.6044,560029,Food delivery apps,Web browser,Breakfast,Snacks,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Important,Important,Important,Important,Very Important,Important,Important,Yes,NIL,0,0.1312703863365108,Low Risk,CUST-0179,Fitri Syahputra,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
19,Male,Single,Student,No Income,Graduate,6,12.9442,77.6076,560030,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Important,Important,Important,Important,Yes,I have no trouble with delivery of startup services,0,0.2108129965186986,Low Risk,CUST-0180,Doni Syahputra,Time Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
25,Male,Married,Employee,More than 50000,Post Graduate,6,12.9442,77.6076,560030,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Important,Important,Important,Very Important,Important,Important,Important,Important,Yes,My family prefers good quality food so I order at highly rated restaurants,0,0.2340645132990577,Low Risk,CUST-0181,Andi Pratama,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
23,Female,Married,House wife,No Income,School,6,12.9442,77.6076,560030,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Maybe,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Strongly Agree,Agree,Neutral,No,Moderately Important,Moderately Important,Slightly Important,Moderately Important,Important,Important,Very Important,Very Important,Yes,NIL,0,0.2147005432876352,Low Risk,CUST-0182,Dewi Pratama,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
23,Female,Single,Student,No Income,Graduate,2,13.0298,77.6047,560032,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,Important,Important,Important,Moderately Important,Moderately Important,Slightly Important,Important,Important,No,I had bad experience with delivery. It could be due to location.,1,0.7455937476004979,High Risk,CUST-0183,Eka Pratama,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
23,Male,Single,Student,No Income,Post Graduate,2,12.9261,77.6221,560034,Food delivery apps,Web browser,Breakfast,Lunch,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Important,Very Important,Important,Important,Very Important,Important,Important,Yes,Brilliant execution with the delivery process,0,0.1795401920473574,Low Risk,CUST-0184,Indra Saputra,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
24,Male,Single,Student,No Income,Post Graduate,5,12.9621,77.5376,560104,Food delivery apps,Direct call,Breakfast,Snacks,Veg foods (Breakfast / Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Maybe,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Very Important,Important,Moderately Important,Slightly Important,Very Important,Important,Very Important,Very Important,Yes,Nil,0,0.1754106370727787,Low Risk,CUST-0185,Joko Saputra,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
22,Female,Single,Employee,25001 to 50000,Graduate,4,12.8845,77.6036,560076,Food delivery apps,Walk-in,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Important,Yes,NIL,0,0.2147832548788579,Low Risk,CUST-0186,Kartika Saputra,General Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
26,Male,Married,Employee,More than 50000,Graduate,4,12.9048,77.6821,560036,Food delivery apps,Web browser,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,No,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Important,Important,Slightly Important,Moderately Important,Important,Important,Yes,"My home is near Phoenix marketcity, so time taken for delivery is less",0,0.1594653641109246,Low Risk,CUST-0187,Tono Wijaya,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
25,Female,Single,Student,No Income,Ph.D,3,12.9048,77.6821,560036,Food delivery apps,Web browser,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,No,Slightly Important,Moderately Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Yes,I'm quite satisfied with the service,0,0.1216652155789213,Low Risk,CUST-0188,Maya Wijaya,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
20,Male,Single,Student,No Income,Graduate,2,12.9261,77.6221,560034,Food delivery apps,Direct call,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Disagree,Yes,Important,Moderately Important,Moderately Important,Important,Important,Very Important,Very Important,Important,Yes,I had no issues as per my experience. But heard delivery people are sometimes rude,0,0.1236780915179295,Low Risk,CUST-0189,Zaki Wijaya,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
29,Male,Married,Employee,25001 to 50000,Graduate,4,12.9261,77.6221,560034,Food delivery apps,Direct call,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Neutral,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Maybe,Important,Moderately Important,Important,Important,Very Important,Very Important,Very Important,Very Important,No,I had few health issues after consuming delivered food. Restaurants need to improve their quality and delivery people should delivery it without tampering which might lead to contamination of food,1,0.6824588388149749,Medium Risk,CUST-0190,Rizky Lestari,Time Risk,Promo makan siang cepat dan reminder jam makan,"Email, in-app, push notification","Repeat order, frequency, campaign conversion"
23,Female,Single,Student,No Income,Graduate,1,12.977,77.5773,560009,Food delivery apps,Direct call,Breakfast,Lunch,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,No,Slightly Important,Unimportant,Unimportant,Unimportant,Unimportant,Slightly Important,Unimportant,Unimportant,Yes,NIL,0,0.340090344553464,Low Risk,CUST-0191,Sari Lestari,Time Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
